session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,2020 US presidential election,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status,U.S. Political Affiliation
6054d9726aa2cac25203ec5f,5dd3f00ba9ead03cde542872,APPROVED,2021-03-19 17:03:51.083000,2021-03-19 17:05:07.110000,76.027,42,293,0,100,2021-03-21 03:42:07.583000,2C804BBF,Joe Biden,United States,United States,Full-Time,English,United States,Female,No,Democrat
6054d97dc3f7f119f85f0a8d,600c3e0f1567013409d3a1e4,APPROVED,2021-03-19 17:04:01.211000,2021-03-19 17:05:34.481000,93.27,25,200,1,100,2021-03-21 03:42:09.351000,2C804BBF,Joe Biden,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No,Democrat
6054d9ab664c14e4aeb585a3,5db9a46ff8e3f9000f88cb85,APPROVED,2021-03-19 17:04:48.320000,2021-03-19 17:07:52.365000,184.045,63,1007,1,100,2021-03-21 03:42:10.902000,2C804BBF,Joe Biden,United States,United States,Full-Time,English,United States,Male,No,Republican
6054d9cf136b75e20ba8e925,5ff7874cea58f6472e100fa7,APPROVED,2021-03-19 17:05:23.530000,2021-03-19 17:06:31.649000,68.119,28,80,0,100,2021-03-21 03:42:14.600000,2C804BBF,Joe Biden,United States,United States,Full-Time,DATA EXPIRED,United States,Male,No,Democrat
6054da1c231368ff7b72de21,5c8a09d09b87bc00171c71a6,APPROVED,2021-03-19 17:06:39.646000,2021-03-19 17:07:54.248000,74.602,20,302,2,100,2021-03-21 03:42:15.762000,2C804BBF,Joe Biden,United States,United States,Unemployed (and job seeking),Vietnamese,United States,Male,Yes,Independent
6054da3b26608784105cd82d,5f8c68e4fc66863c9a0150d5,APPROVED,2021-03-19 17:07:21.659000,2021-03-19 17:11:20.245000,238.586,46,284,0,100,2021-03-21 03:42:17.629000,2C804BBF,Joe Biden,United States,United States,Part-Time,DATA EXPIRED,United States,Female,No,Democrat
6054da4fbc7c2b912681c80e,5e28556d0a328c022e11f058,APPROVED,2021-03-19 17:07:30.847000,2021-03-19 17:09:21.471000,110.624,34,865,4,100,2021-03-21 03:42:19.245000,2C804BBF,Joe Biden,United States,United States,Part-Time,English,United States,Female,No,Democrat
6054da7131028e9cc1bb421c,5ebc6d34046b2a0bc9f2b3b8,APPROVED,2021-03-19 17:08:04.836000,2021-03-19 17:09:28.110000,83.274,23,522,1,100,2021-03-21 03:42:22.628000,2C804BBF,Joe Biden,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No,Democrat
6054da9bc70b90710dc7883c,5fae10b5fb87ff03a9885887,APPROVED,2021-03-19 17:08:45.854000,2021-03-19 17:10:33.783000,107.929,24,274,0,100,2021-03-21 03:42:25.072000,2C804BBF,Joe Biden,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,United States,Female,Yes,Democrat
6054da9cb4e5efcbe45b30e8,5d655537fcc9f50018965125,APPROVED,2021-03-19 17:08:47.667000,2021-03-19 17:10:02.097000,74.43,27,839,2,100,2021-03-21 03:42:26.701000,2C804BBF,Joe Biden,United States,United States,Full-Time,English,United States,Female,No,Independent
6054da9f304d24f3b672a619,57f2da5c6c19420001438d19,APPROVED,2021-03-19 17:08:54.563000,2021-03-19 17:10:26.723000,92.16,45,1023,0,100,2021-03-21 03:42:30.019000,2C804BBF,Joe Biden,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No,Democrat
6054dacd460e9a35bb386281,5a78e410ae9a0b0001a97274,APPROVED,2021-03-19 17:09:38.019000,2021-03-19 17:11:19.659000,101.64,29,1015,1,100,2021-03-21 03:42:33.795000,2C804BBF,Joe Biden,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,No,Democrat
6054db0c1661cb09232a120e,5d46927c85d859001a75c494,APPROVED,2021-03-19 17:10:39.329000,2021-03-19 17:13:12.827000,153.498,34,174,0,100,2021-03-21 03:42:37.396000,2C804BBF,Joe Biden,United States,United States,Full-Time,Tagalog-Filipino,United States,Female,No,Democrat
6054db5c19215be0622f3d98,5c1d9f0415a94b00018d7907,APPROVED,2021-03-19 17:12:01.177000,2021-03-19 17:13:24.037000,82.86,39,244,0,100,2021-03-21 03:42:39.023000,2C804BBF,Joe Biden,United States,United States,Full-Time,English,United States,Female,No,Democrat
6054dcf2625cf8a387e042f8,602b4d7efb5e6826b610a799,APPROVED,2021-03-19 17:18:46.308000,2021-03-19 17:20:16.415000,90.107,19,72,1,100,2021-03-21 03:42:40.619000,2C804BBF,Joe Biden,United States,United States,Other,DATA EXPIRED,United States,Female,Yes,Democrat
6054dd43a83a3d4a40c4ce70,5ac5374da3ba7a0001b4a75f,APPROVED,2021-03-19 17:20:08.824000,2021-03-19 17:21:49.245000,100.421,40,1095,0,100,2021-03-21 03:42:41.934000,2C804BBF,Joe Biden,United States,United States,Unemployed (and job seeking),English,United States,Male,No,Democrat
6054dd54e04ae0edf4b89b0b,60451b9a142989603652c689,APPROVED,2021-03-19 17:20:24.933000,2021-03-19 17:21:36.771000,71.838,41,38,0,100,2021-03-21 03:42:45.913000,2C804BBF,Joe Biden,United States,United States,Full-Time,,United States,Male,No,Independent
6054dd72026fd681cad3712a,5b68cd41263ecb0001343cb9,APPROVED,2021-03-19 17:20:52.981000,2021-03-19 17:21:51.256000,58.275,24,1128,1,100,2021-03-21 03:42:46.907000,2C804BBF,Joe Biden,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No,Independent
6054dd7f3cbb9dda46fe1a7e,6047c67513b4090721fd4dd3,APPROVED,2021-03-19 17:21:06.233000,2021-03-19 17:23:27.518000,141.285,26,13,1,98,2021-03-21 03:42:50.916000,2C804BBF,Joe Biden,United States,United States,Full-Time,,United States,Female,Yes,Democrat
6054dd991bfb3659e445e37f,5d40d1ba12426c00157d3c7e,APPROVED,2021-03-19 17:21:33.823000,2021-03-19 17:24:05.712000,151.889,28,324,0,100,2021-03-21 03:42:51.912000,2C804BBF,Joe Biden,United States,United States,Full-Time,English,United States,Male,No,Democrat
6054ddadf44b6212d7ed9ca0,5f4c6bee4aac5777aa9fc9cf,APPROVED,2021-03-19 17:21:52.970000,2021-03-19 17:22:39.150000,46.18,19,379,0,100,2021-03-21 03:42:53.995000,2C804BBF,Joe Biden,United States,United States,Unemployed (and job seeking),DATA EXPIRED,United States,Female,Yes,Independent
6054ddef1fbc19855c709c68,5e74c29fd5af7801167c41a6,APPROVED,2021-03-19 17:22:57.833000,2021-03-19 17:24:05.004000,67.171,33,378,1,100,2021-03-21 03:42:55.961000,2C804BBF,Joe Biden,United States,United States,Full-Time,English,United States,Female,No,Democrat
6054de099d8bde56e25861ec,590fca686d77630001d3a47d,APPROVED,2021-03-19 17:23:24.484000,2021-03-19 17:24:52.659000,88.175,35,27,0,100,2021-03-21 03:42:57.812000,2C804BBF,Joe Biden,United States,United States,Full-Time,English,United States,Female,No,Independent
6054de1e8763aaaf0b43398b,5ee10f445c27ee4ac61a579f,APPROVED,2021-03-19 17:23:45.376000,2021-03-19 17:25:35.818000,110.442,24,429,2,100,2021-03-21 03:42:59.009000,2C804BBF,Joe Biden,United States,United States,Unemployed (and job seeking),Spanish,United States,Female,No,Democrat
6054de2b150d2a65e0eaf962,5e39a96d3b3e431ca5a9c6e0,APPROVED,2021-03-19 17:24:00.933000,2021-03-19 17:26:04.333000,123.4,52,431,2,100,2021-03-21 03:43:00.978000,2C804BBF,Joe Biden,United States,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,No,Democrat
